0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,18.6028
0.874,61.7716
0.897,58.6837
0.92,191.388
0.943,387.338
0.966,528.642
0.989,435.491
1.012,442.561
1.035,480.186
1.058,532.349
1.081,626.119
1.104,450.425
1.127,341.658
1.15,410.327
1.173,281.115
1.196,308.474
1.219,347.32
1.242,405.153
1.265,348.219
1.288,258.148
1.311,308.592
1.334,332.532
1.357,280.806
1.38,285.895
1.403,245.547
1.426,234.404
1.449,233.568
1.472,260.968
1.495,204.277
1.518,218.885
1.541,246.899
1.564,189.564
1.587,259.975
1.61,213.175
1.633,240.517
1.656,216.508
1.679,200.971
1.702,212.109
1.725,229.476
1.748,201.164
1.771,215.607
1.794,246.235
1.817,269.054
1.84,226.077
1.863,240.257
1.886,215.249
1.909,247.647
1.932,227.164
1.955,198.62
1.978,201.047
2.001,240.899
2.024,210.434
2.047,251.482
2.07,265.12
2.093,221.86
2.116,215.56
2.139,237.907
2.162,224.11
2.185,272.508
2.208,238.796
2.231,225.667
2.254,223.804
2.277,239.147
0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,9.3014
0.874,52.9471
0.897,117.367
0.92,215.312
0.943,296.199
0.966,304.15
0.989,421.666
1.012,482.193
1.035,410.686
1.058,447.657
1.081,521.766
1.104,506.033
1.127,485.795
1.15,461.617
1.173,394.547
1.196,393.897
1.219,338.18
1.242,325.884
1.265,242.055
1.288,323.71
1.311,308.592
1.334,267.555
1.357,273.416
1.38,257.305
1.403,207.505
1.426,241.101
1.449,295.204
1.472,223.237
1.495,207.326
1.518,207.054
1.541,175.126
1.564,228.592
1.587,222.062
1.61,186.857
1.633,199.578
1.656,179.179
1.679,203.392
1.702,214.466
1.725,218.002
1.748,185.518
1.771,219.962
1.794,252.603
1.817,231.801
1.84,215.985
1.863,202.84
1.886,272.905
1.909,255.151
1.932,225.332
1.955,236.196
1.978,185.313
2.001,203.312
2.024,248.847
2.047,235.152
2.07,277.897
2.093,232.796
2.116,238.492
2.139,231.921
2.162,232.898
2.185,233.783
2.208,228.963
2.231,250.435
2.254,217.063
2.277,206.116
0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,9.3014
0.874,44.1226
0.897,108.984
0.92,223.287
0.943,303.794
0.966,398.292
0.989,504.617
1.012,455.772
1.035,530.732
1.058,532.349
1.081,498.577
1.104,405.939
1.127,443.088
1.15,292.358
1.173,394.547
1.196,484.067
1.219,319.9
1.242,308.269
1.265,271.781
1.288,266.343
1.311,269.029
1.334,248.444
1.357,217.994
1.38,264.453
1.403,280.131
1.426,217.661
1.449,259.52
1.472,229.526
1.495,204.277
1.518,283.959
1.541,226.803
1.564,178.414
1.587,238.31
1.61,194.752
1.633,250.751
1.656,204.065
1.679,213.078
1.702,209.753
1.725,243.244
1.748,227.986
1.771,187.295
1.794,216.517
1.817,238.01
1.84,207.911
1.863,200.87
1.886,213.327
1.909,296.426
1.932,276.627
1.955,221.882
1.978,220.277
2.001,220.397
2.024,257.197
2.047,244.95
2.07,277.897
2.093,209.361
2.116,224.733
2.139,227.433
2.162,215.321
2.185,199.361
2.208,230.368
2.231,235.299
2.254,206.278
2.277,206.116
0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,0
0.874,0
0.897,0
0.92,0
0.943,7.59485
0.966,28.9667
0.989,214.289
1.012,402.929
1.035,631.824
1.058,998.155
1.081,863.813
1.104,945.337
1.127,843.468
1.15,692.426
1.173,631.275
1.196,602.71
1.219,443.29
1.242,334.692
1.265,369.452
1.288,340.1
1.311,352.111
1.334,301.954
1.357,243.858
1.38,260.879
1.403,183.296
1.426,197.569
1.449,165.444
1.472,150.921
1.495,149.397
1.518,139.022
1.541,140.675
1.564,144.961
1.587,159.776
1.61,157.907
1.633,161.197
1.656,189.133
1.679,150.123
1.702,179.115
1.725,183.58
1.748,189.988
1.771,224.318
1.794,239.867
1.817,192.477
1.84,224.059
1.863,218.594
1.886,257.53
1.909,264.532
1.932,278.459
1.955,275.563
1.978,314.682
2.001,280.195
2.024,288.929
2.047,298.839
2.07,290.674
2.093,295.292
2.116,301.172
2.139,278.306
2.162,262.194
2.185,283.982
2.208,230.368
2.231,255.939
2.254,234.59
2.277,239.147
0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
