0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,0
0.874,0
0.897,0
0.92,0
0.943,7.59485
0.966,36.2083
0.989,158.989
1.012,449.166
1.035,669.734
1.058,822.722
1.081,881.205
1.104,878.607
1.127,859.483
1.15,743.717
1.173,646.07
1.196,697.625
1.219,516.41
1.242,400.749
1.265,399.178
1.288,348.295
1.311,300.679
1.334,290.488
1.357,236.468
1.38,189.405
1.403,231.714
1.426,184.175
1.449,188.152
1.472,213.805
1.495,158.544
1.518,153.811
1.541,137.804
1.564,170.05
1.587,167.9
1.61,121.062
1.633,186.784
1.656,136.873
1.679,213.078
1.702,150.833
1.725,181.286
1.748,201.164
1.771,200.362
1.794,231.376
1.817,244.219
1.84,246.263
1.863,234.349
1.886,224.858
1.909,317.063
1.932,293.115
1.955,284.509
1.978,283.214
2.001,324.616
2.024,277.239
2.047,295.573
2.07,279.494
2.093,279.668
2.116,310.345
2.139,309.727
2.162,285.63
2.185,262.468
2.208,252.843
2.231,282.083
2.254,296.608
2.277,249.717
