0,0
0.023,0
0.046,0
0.069,0
0.092,0
0.115,0
0.138,0
0.161,0
0.184,0
0.207,0
0.23,0
0.253,0
0.276,0
0.299,0
0.322,0
0.345,0
0.368,0
0.391,0
0.414,0
0.437,0
0.46,0
0.483,0
0.506,0
0.529,0
0.552,0
0.575,0
0.598,0
0.621,0
0.644,0
0.667,0
0.69,0
0.713,0
0.736,0
0.759,0
0.782,0
0.805,0
0.828,0
0.851,0
0.874,52.9471
0.897,117.367
0.92,175.439
0.943,288.604
0.966,448.984
0.989,407.841
1.012,435.956
1.035,467.55
1.058,490.003
1.081,515.969
1.104,517.155
1.127,443.088
1.15,420.585
1.173,325.501
1.196,332.203
1.219,374.74
1.242,330.288
1.265,318.493
1.288,364.685
1.311,280.898
1.334,267.555
1.357,214.299
1.38,268.026
1.403,238.63
1.426,247.799
1.449,175.176
1.472,248.391
1.495,231.718
1.518,224.801
1.541,206.706
1.564,214.654
1.587,186.857
1.61,202.648
1.633,225.165
1.656,211.53
1.679,254.24
1.702,216.823
1.725,227.181
1.748,189.988
1.771,217.785
1.794,239.867
1.817,231.801
1.84,195.799
1.863,240.257
1.886,234.468
1.909,227.009
1.932,218.004
1.955,250.511
1.978,262.235
2.001,234.065
2.024,225.465
2.047,240.051
2.07,257.135
2.093,221.86
2.116,262.953
2.139,261.847
2.162,238.757
2.185,273.942
2.208,227.559
2.231,185.762
2.254,223.804
2.277,232.541
